TIME,SOC,DEVICE_CHARGE_ENERGY,DEVICE_CHARGE_CAPACITY,DEVICE_SUM_CHARGE_VOLTAGE,DEVICE_SUM_CHARGE_CUTTENT,BMS_SUM_CHARGE_VOLTAGE,BMS_SUM_CHARGE_CUTTENT,REQUIRE_VOLTAGE,REQUIRE_CUTTENT,MAX_TEMP,MAX_TEMP_PROBE_ID,MIN_TEMP,MIN_VOLT_CELL_ID,MAX_CELL_VOLT,MAX_VOLT_CELL_ID,COMMON_ALARM_FLAG,BMS_STOP_CHARGE,CHARGER_STOP_CHARGE
2816,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2817,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2818,48,643,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2819,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2820,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2821,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2822,48,643,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2823,48,643,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2824,48,643,159,402.4,1.38,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2825,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2826,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2827,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2828,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2829,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2830,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2831,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2832,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2833,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2834,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2835,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2836,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2837,48,643,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2838,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2839,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2840,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2841,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2842,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2843,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2844,48,643,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2845,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2846,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2847,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2848,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2849,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2850,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2851,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2852,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2853,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2854,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2855,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2856,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2857,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2858,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2859,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2860,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2861,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2862,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2863,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2864,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2865,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2866,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2867,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2868,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2869,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2870,48,644,159,402.4,1.39,402.7,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2871,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2872,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2873,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2874,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2875,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2876,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2877,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2878,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2879,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2880,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2881,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2882,48,644,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2883,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2884,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2885,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2886,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2887,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2888,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2889,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2890,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2891,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2892,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2893,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2894,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2895,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2896,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2897,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2898,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2899,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2900,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2901,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2902,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2903,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2904,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2905,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2906,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2907,48,644,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2908,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2909,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2910,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2911,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2912,48,645,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2913,48,645,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2914,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2915,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2916,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2917,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2918,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2919,48,645,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2920,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2921,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2922,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2923,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2924,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2925,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2926,48,645,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2927,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2928,48,645,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2929,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2930,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2931,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2932,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2933,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2934,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2935,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2936,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2937,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2938,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2939,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2940,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2941,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2942,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2943,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2944,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2945,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2946,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2947,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2948,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2949,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2950,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2951,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2952,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2953,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2954,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2955,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2956,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2957,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2958,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2959,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2960,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2961,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2962,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2963,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2964,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2965,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2966,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2967,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2968,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2969,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2970,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2971,48,645,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2972,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2973,48,646,159,402.5,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2974,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2975,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2976,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2977,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2978,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2979,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2980,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2981,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2982,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2983,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2984,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2985,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2986,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2987,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2988,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2989,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2990,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2991,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2992,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2993,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2994,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2995,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2996,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2997,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
2998,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
2999,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3000,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3001,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3002,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3003,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3004,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3005,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3006,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3007,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3008,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3009,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3010,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3011,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3012,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3013,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3014,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3015,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3016,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3017,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3018,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3019,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3020,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3021,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3022,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3023,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3024,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3025,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3026,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3027,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3028,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3029,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3030,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3031,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3032,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3033,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3034,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3035,48,646,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3036,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3037,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3038,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3039,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3040,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3041,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3042,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3043,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3044,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3045,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3046,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3047,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3048,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3049,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3050,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3051,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3052,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3053,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3054,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3055,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3056,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3057,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3058,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3059,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3060,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3061,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3062,48,647,159,402.4,1.39,402.9,-1.1,451.5,1.5,25,1,22,6,3.74,6,0,0,0
3063,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3064,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3065,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3066,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3067,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
3068,48,647,159,402.4,1.38,402.9,-1.1,451.5,1.5,25,1,22,6,3.73,6,0,0,0
