TIME,SOC,DEVICE_CHARGE_ENERGY,DEVICE_CHARGE_CAPACITY,DEVICE_SUM_CHARGE_VOLTAGE,DEVICE_SUM_CHARGE_CUTTENT,BMS_SUM_CHARGE_VOLTAGE,BMS_SUM_CHARGE_CUTTENT,REQUIRE_VOLTAGE,REQUIRE_CUTTENT,MAX_TEMP,MAX_TEMP_PROBE_ID,MIN_TEMP,MIN_VOLT_CELL_ID,MAX_CELL_VOLT,MAX_VOLT_CELL_ID,COMMON_ALARM_FLAG,BMS_STOP_CHARGE,CHARGER_STOP_CHARGE
1,38,3,0,394.9,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
2,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
3,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
4,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
5,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
6,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
7,38,3,0,394.8,1.47,395.5,-0.7,451.5,1.5,30,0,27,9,3.66,6,0,0,0
8,38,3,0,394.8,1.47,395.3,-0.7,451.5,45.6,30,0,27,9,3.66,6,0,0,0
9,38,3,0,396,5.67,397.6,-44.7,451.5,45.6,30,0,27,9,3.68,6,0,0,0
10,38,3,0,397.3,45.33,397.6,-45,451.5,45.6,30,0,27,9,3.68,6,0,0,0
11,38,4,0,397.4,45.72,397.7,-45,451.5,45.6,30,0,27,9,3.68,6,0,0,0
12,38,4,0,397.5,45.72,397.7,-45,451.5,45.6,30,0,27,9,3.68,6,0,0,0
13,38,5,1,397.5,45.7,397.7,-44.9,451.5,45.6,30,0,27,9,3.68,6,0,0,0
14,38,5,1,397.6,45.67,397.9,-44.9,451.5,45.6,30,0,27,9,3.68,6,0,0,0
15,38,6,1,397.7,45.67,397.9,-45,451.5,45.6,30,0,27,9,3.68,6,0,0,0
16,38,6,1,397.7,45.66,397.9,-44.9,451.5,45.6,30,0,27,9,3.68,6,0,0,0
17,38,7,1,397.7,45.66,396.9,-22.1,451.5,45.6,30,0,27,9,3.68,6,0,0,0
18,38,7,1,397.5,1.81,395.8,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
19,38,7,1,395.2,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
20,38,7,1,395.1,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
21,38,7,1,395.1,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
22,38,7,1,395,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
23,38,7,1,395,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
24,38,7,1,395,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
25,38,7,1,395,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
26,38,7,1,395,0,395.7,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
27,38,7,1,395,0,395.5,0.7,451.5,0,30,0,27,9,3.66,6,0,0,0
28,38,7,1,395,0,395.5,0.7,451.5,45.6,30,0,27,9,3.66,6,0,0,0
29,38,7,1,395,0,395.7,0.7,451.5,45.6,30,0,27,9,3.66,6,0,0,0
30,38,7,1,394.9,0,396.2,-12.8,451.5,45.6,30,0,27,9,3.67,6,0,0,0
31,38,7,1,395.7,17.37,396.9,-24.1,451.5,45.6,30,0,27,9,3.67,6,0,0,0
32,38,8,1,396.5,28.09,397.6,-41.8,451.5,45.6,30,0,27,9,3.68,6,0,0,0
33,38,8,1,396.5,28.09,397.9,-45.5,451.5,45.6,30,0,27,9,3.68,6,0,0,0
34,38,8,1,397.6,45.87,397.9,-45.1,451.5,45.6,30,0,27,9,3.68,6,0,0,0
35,38,9,2,397.7,45.73,397.9,-45.1,451.5,45.6,30,0,27,9,3.68,6,0,0,0
36,38,9,2,397.7,45.69,398.1,-45.1,451.5,45.6,30,0,27,9,3.68,6,0,0,0
37,38,10,2,397.8,45.67,398.1,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
38,38,10,2,397.9,45.67,398.1,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
39,38,11,2,397.9,45.66,398.1,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
40,38,11,2,398,45.66,398.1,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
41,38,12,2,398,45.66,398.2,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
42,38,12,2,398,45.64,398.2,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
43,38,13,3,398,45.64,398.2,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
44,38,13,3,398.1,45.64,398.2,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
45,38,14,3,398.1,45.64,398.2,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
46,38,14,3,398.1,45.64,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
47,38,15,3,398.2,45.64,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
48,38,15,3,398.2,45.63,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
49,38,16,3,398.2,45.63,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
50,38,16,3,398.2,45.63,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
51,38,17,4,398.3,45.63,398.4,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
52,38,17,4,398.3,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
53,38,18,4,398.3,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
54,38,18,4,398.4,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
55,38,19,4,398.4,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
56,38,19,4,398.4,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
57,38,20,4,398.4,45.63,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
58,38,20,4,398.4,45.61,398.6,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
59,38,21,5,398.4,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
60,38,22,5,398.5,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
61,38,22,5,398.5,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
62,38,23,5,398.5,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
63,38,23,5,398.5,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
64,38,24,5,398.6,45.61,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
65,38,24,5,398.6,45.6,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
66,38,24,5,398.6,45.6,398.8,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
67,38,25,6,398.6,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
68,38,25,6,398.6,45.6,398.9,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
69,38,26,6,398.7,45.6,398.9,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
70,38,27,6,398.7,45.6,398.9,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
71,38,27,6,398.7,45.6,398.9,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
72,38,28,6,398.7,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
73,38,28,6,398.8,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
74,38,29,7,398.8,45.6,398.9,-45.1,451.5,45.6,30,0,27,9,3.69,6,0,0,0
75,38,29,7,398.8,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
76,38,30,7,398.8,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
77,38,30,7,398.8,45.6,398.9,-45,451.5,45.6,30,0,27,9,3.69,6,0,0,0
78,38,31,7,398.8,45.6,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
79,38,31,7,398.8,45.6,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
80,38,32,7,398.9,45.6,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
81,38,32,7,398.9,45.6,399.1,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
82,38,33,8,398.9,45.58,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
83,38,33,8,398.9,45.58,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
84,38,34,8,398.9,45.58,399.1,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
85,38,34,8,399,45.58,399.1,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
86,38,35,8,399,45.58,399.1,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
87,38,35,8,399,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
88,38,36,8,399,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
89,38,37,8,399,45.58,399.3,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
90,38,37,9,399.1,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
91,38,37,9,399.1,45.58,399.3,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
92,38,38,9,399.1,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
93,38,38,9,399.1,45.58,399.3,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
94,38,39,9,399.1,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
95,38,39,9,399.1,45.58,399.3,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
96,38,40,9,399.1,45.58,399.3,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
97,38,40,9,399.1,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
98,38,41,10,399.1,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
99,38,41,10,399.2,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
100,38,42,10,399.2,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
101,38,42,10,399.2,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
102,38,43,10,399.2,45.58,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
103,38,43,10,399.2,45.58,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
104,38,44,10,399.2,45.58,399.3,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
105,38,44,10,399.2,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
106,38,45,11,399.2,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
107,38,45,11,399.2,45.6,399.4,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
108,39,46,11,399.2,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
109,39,46,11,399.3,45.6,399.4,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
110,39,47,11,399.3,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
111,39,47,11,399.3,45.6,399.4,-45,451.5,45.6,30,0,27,9,3.7,6,0,0,0
112,39,48,11,399.3,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
113,39,48,11,399.3,45.6,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
114,39,49,12,399.3,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
115,39,49,12,399.3,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
116,39,50,12,399.3,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
117,39,50,12,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
118,39,51,12,399.3,45.58,399.4,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
119,39,51,12,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
120,39,52,12,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
121,39,52,12,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
122,39,53,13,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
123,39,53,13,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
124,39,54,13,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
125,39,54,13,399.4,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
126,39,55,13,399.5,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
127,39,55,13,399.5,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
128,39,55,13,399.5,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
129,39,56,13,399.5,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
130,39,57,14,399.5,45.58,399.6,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
131,39,57,14,399.5,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
132,39,58,14,399.5,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
133,39,58,14,399.5,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
134,39,59,14,399.5,45.58,399.6,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
135,39,59,14,399.5,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
136,39,60,14,399.6,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
137,39,60,14,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
138,39,61,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
139,39,61,15,399.6,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
140,39,62,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
141,39,62,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
142,39,62,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
143,39,63,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
144,39,64,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
145,39,64,15,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
146,39,65,16,399.6,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
147,39,65,16,399.6,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
148,39,66,16,399.6,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
149,39,67,16,399.7,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
150,39,67,16,399.7,45.58,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
151,39,68,16,399.7,45.57,399.8,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
152,39,68,16,399.7,45.57,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
153,39,69,16,399.7,45.57,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
154,39,69,17,399.7,45.57,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
155,39,70,17,399.7,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
156,39,70,17,399.7,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
157,39,71,17,399.7,45.58,399.8,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
158,39,71,17,399.7,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
159,39,72,17,399.7,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
160,39,72,17,399.7,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
161,39,73,18,399.7,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
162,39,73,18,399.7,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
163,39,74,18,399.7,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
164,39,74,18,399.8,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
165,39,75,18,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
166,39,75,18,399.8,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
167,39,76,18,399.8,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
168,39,76,18,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
169,39,77,19,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
170,39,77,19,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
171,39,78,19,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
172,39,78,19,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
173,39,79,19,399.9,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.7,6,0,0,0
174,39,79,19,399.8,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
175,39,80,19,399.9,45.58,400,-45.1,451.5,45.6,30,0,27,9,3.71,6,0,0,0
176,39,80,19,399.9,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
177,39,81,20,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.7,6,0,0,0
178,39,81,20,399.9,45.58,400,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
179,39,82,20,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
180,39,82,20,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
181,39,83,20,399.9,45.57,400,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
182,39,83,20,399.9,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
183,39,84,20,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
184,39,84,20,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
185,39,85,21,399.9,45.58,400.1,-45.1,451.5,45.6,30,0,27,9,3.71,6,0,0,0
186,39,85,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
187,39,86,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
188,39,86,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
189,39,87,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
190,39,87,21,400,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
191,39,88,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
192,39,88,21,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
193,39,89,22,400,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
194,39,89,22,399.9,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
195,39,90,22,400,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
196,39,90,22,400,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
197,39,91,22,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
198,39,91,22,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
199,39,92,22,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
200,39,92,22,400,45.57,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
201,39,93,23,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
202,39,93,23,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
203,39,94,23,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
204,39,94,23,400,45.57,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
205,39,95,23,400,45.57,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
206,39,95,23,400,45.58,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
207,39,96,23,400,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
208,39,96,23,400.1,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
209,39,97,24,400.1,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
210,39,97,24,400.1,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
211,39,98,24,400.1,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
212,39,98,24,400.1,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
213,39,99,24,400.1,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
214,39,99,24,400.1,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
215,39,100,24,400.1,45.6,400.1,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
216,39,100,24,400.1,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
217,39,101,25,400.1,45.6,400.3,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
218,39,101,25,400.1,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
219,39,102,25,400.1,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
220,39,102,25,400.2,45.6,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
221,39,103,25,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
222,39,103,25,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
223,39,104,25,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
224,39,104,25,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
225,39,105,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
226,39,105,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
227,39,106,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
228,40,107,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
229,40,107,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
230,40,108,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
231,40,108,26,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
232,40,109,26,400.2,45.58,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
233,40,109,27,400.2,45.58,400.3,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
234,40,110,27,400.2,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
235,40,110,27,400.2,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
236,40,111,27,400.2,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
237,40,111,27,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
238,40,112,27,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
239,40,112,27,400.3,45.58,400.3,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
240,40,113,27,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
241,40,113,28,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
242,40,114,28,400.3,45.58,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
243,40,114,28,400.3,45.58,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
244,40,115,28,400.3,45.57,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
245,40,115,28,400.3,45.57,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
246,40,116,28,400.3,45.57,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
247,40,116,28,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
248,40,117,29,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
249,40,117,29,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
250,40,118,29,400.3,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
251,40,118,29,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
252,40,119,29,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
253,40,119,29,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
254,40,119,29,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
255,40,120,29,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
256,40,121,30,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
257,40,121,30,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
258,40,122,30,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
259,40,122,30,400.4,45.58,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
260,40,122,30,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
261,40,123,30,400.4,45.58,400.6,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
262,40,123,30,400.4,45.58,400.5,-45.3,451.5,45.6,30,0,27,9,3.71,6,0,0,0
263,40,124,30,400.4,45.58,400.5,-45.2,451.5,45.6,30,0,27,9,3.71,6,0,0,0
